d_country,d_region,d_city
fi,13,monni
fi,13,naarva
fi,13,nieminen
fi,13,niittylahti
fi,13,nunnanlahti
fi,13,nurmes
fi,13,oravisalo
fi,13,outokumpu
fi,13,paalasmaa
fi,13,paihola
fi,13,pankakoski
fi,13,polvijarvi
fi,13,puhos
fi,13,reijola
fi,13,risti
fi,13,roukalahti
fi,13,suhmura
fi,13,tohmajarvi
fi,13,tuupovaara
fi,13,uimaharju
fi,13,vaivio
fi,13,vartsila
fi,13,viekijarvi
fi,13,ylamylly
fi,14,alavieska
fi,14,arkkukari
fi,14,haapajarvi
fi,14,haapavesi
fi,14,hailuoto
fi,14,halosenniemi
fi,14,haukipudas
fi,14,himanka
fi,14,ii
fi,14,ilveskorpi
fi,14,jaali
fi,14,kalajoki
fi,14,karsamaki
fi,14,karsikas
fi,14,kello
fi,14,kempele
fi,14,kestila
fi,14,kiiminki
fi,14,kiviniemi
fi,14,kontio
fi,14,kuivaniemi
fi,14,kuusamo
fi,14,liminka
fi,14,lumijoki
fi,14,markkula
fi,14,martinniemi
fi,14,merijarvi
fi,14,metsa
fi,14,muhos
fi,14,nivala
fi,14,oksava
fi,14,oulainen
fi,14,oulu
fi,14,oulunsalo
fi,14,parkkila
fi,14,pattijoki
fi,14,pudasjarvi
fi,14,pulkkila
fi,14,pyhajarvi
fi,14,pyhajoki
fi,14,pyhakumpu
fi,14,pyhanta
fi,14,pyhasalmi
fi,14,raahe
fi,14,rantsila
fi,14,rautio
fi,14,reisjarvi
fi,14,revonlahti
fi,14,rukatunturi
fi,14,ruukki
fi,14,rytinki
fi,14,saarikoski
fi,14,saloinen
fi,14,sanginkyla
fi,14,sievi
fi,14,siikajoki
fi,14,sotkajarvi
fi,14,syote
fi,14,taivalkoski
fi,14,tavastkenka
fi,14,temmes
fi,14,tupos
fi,14,tynka
fi,14,tyrnava
fi,14,utajarvi
fi,14,vihanti
fi,14,ylikiiminki
fi,14,ylivieska
fi,15,harjamaki
fi,15,heinakyla
fi,15,hiltulanlahti
fi,15,iisalmi
fi,15,iisvesi
fi,15,jannevirta
fi,15,juankoski
fi,15,kaavi
fi,15,kangaslampi
fi,15,karttula
fi,15,keitele
fi,15,kiuruvesi
fi,15,kuopio
fi,15,kurkimaki
fi,15,kuuslahti
fi,15,lapinlahti
fi,15,leppakaarre
fi,15,leppavirta
fi,15,luikonlahti
fi,15,maaninka
fi,15,muuruvesi
fi,15,myllyniemi
fi,15,nilsia
fi,15,oravikoski
fi,15,paakkila
fi,15,pielavesi
fi,15,polja
fi,15,porsanmaki
fi,15,rapakkojoki
fi,15,rautalampi
fi,15,rautavaara
fi,15,riistavesi
fi,15,saarela
fi,15,saarinen
fi,15,siilinjarvi
fi,15,sonkajarvi
fi,15,sorsakoski
fi,15,suonenjoki
fi,15,suontee
fi,15,syvanniemi
fi,15,tahkovuori
fi,15,tervo
fi,15,toivala
fi,15,tuusniemi
fi,15,vaajasalmi
fi,15,vaaraslahti
fi,15,varkaus
fi,15,varpaisjarvi
fi,15,vartiala
fi,15,vehmersalmi
fi,15,vesanto
fi,15,vierema
fi,15,vuorela
fi,16,artjarvi
fi,16,artjarvi kk
fi,16,asikkala
fi,16,hameenkoski
fi,16,hartola
fi,16,heinola
fi,16,hollola
fi,16,jarvela
fi,16,kalliola
fi,16,karkola
fi,16,kukkila
fi,16,kutajarvi
fi,16,lahti
fi,16,lappila
fi,16,luhtikyla
fi,16,lusi
fi,16,makela
fi,16,messila
fi,16,myllyoja
fi,16,nastola
fi,16,orimattila
fi,16,padasjoki
fi,16,pennala
fi,16,pietila
fi,16,sysma
fi,16,vaaksy
fi,16,vesivehmaa
fi,16,vierumaki
fi,16,villahde
fi,17,etelamaa
fi,17,eura
fi,17,eurajoki
fi,17,hapuoja
fi,17,harjavalta
fi,17,harjunpaa
fi,17,hinnerjoki
fi,17,honkajoki
fi,17,honkilahti
fi,17,hormisto
fi,17,huittinen
fi,17,jamijarvi
fi,17,kaaro
fi,17,kankaanpaa
fi,17,karvia
fi,17,kauttua
fi,17,kiukainen
fi,17,kokemaki
fi,17,kolla
fi,17,kortela
fi,17,koylio
fi,17,lappi
fi,17,lassila
fi,17,lavia
fi,17,levasjoki
fi,17,lohikko
fi,17,luvia
fi,17,merikarvia
fi,17,nakkila
fi,17,niinisalo
fi,17,noormarkku
fi,17,otamo
fi,17,palus
fi,17,panelia
fi,17,peipohja
fi,17,pomarkku
fi,17,pori
fi,17,rauma
fi,17,riste
fi,17,sakyla
fi,17,sampu
fi,17,sara
fi,17,sarvela
fi,17,siikainen
fi,17,soormarkku
fi,17,tuorila
fi,17,ulvila
fi,17,unaja
fi,17,vampula
fi,17,veneskoski
fi,18,askola
fi,18,barosund
fi,18,bollsta
fi,18,bromarv
fi,18,degerby
fi,18,espoo
fi,18,evitskog
fi,18,gaddrag
fi,18,haarajoki
fi,18,halkia
fi,18,hamari
fi,18,hangonkyla
fi,18,hanko
fi,18,hautjarvi
fi,18,helsinki
fi,18,hinthaara
fi,18,huhmari
fi,18,hyonola
fi,18,hyvinkaa
fi,18,ikkala
fi,18,illby
fi,18,inkoo
fi,18,jakari
fi,18,janiksenlinna
fi,18,jarvenpaa
fi,18,jokela
fi,18,jokikunta
fi,18,jorvas
fi,18,juornaankyla
fi,18,kalkstrand
fi,18,kantele
fi,18,kantvik
fi,18,karjaa
fi,18,karjalohja
fi,18,karkkila
fi,18,karrby
fi,18,kauniainen
fi,18,kellokoski
fi,18,kerava
fi,18,kerkkoo
fi,18,kiljava
fi,18,kirkkonummi
fi,18,klaukkala
fi,18,kuggom
fi,18,kulloby
fi,18,kulloo
fi,18,kuninkaankyla
fi,18,kylmala
fi,18,lahela
fi,18,lapinjarvi
fi,18,lapinkyla
fi,18,lappohja
fi,18,laukkoski
fi,18,leppakorpi
fi,18,lepsama
fi,18,levanto
fi,18,liljendal
fi,18,lindkoski
fi,18,lohja
fi,18,loviisa
fi,18,luhtajoki
fi,18,mantsala
fi,18,martinkyla
fi,18,masaby
fi,18,millola
fi,18,monninkyla
fi,18,mustio
fi,18,myrskyla
fi,18,nahkela
fi,18,nukari
fi,18,nummela
fi,18,nummenkyla
fi,18,nummi
fi,18,numminen
fi,18,nuppulinna
fi,18,nurmijarvi
fi,18,oitbacka
fi,18,ojakkala
fi,18,onkimaa
fi,18,otalampi
fi,18,paipis
fi,18,paivola
fi,18,palojoki
fi,18,pellinge
fi,18,pernaa
fi,18,perttula
fi,18,pikkala
fi,18,pohjankuru
fi,18,porlammi
fi,18,pornainen
fi,18,porvoo
fi,18,pukkila
fi,18,pusula
fi,18,raasepori
fi,18,rajamaki
fi,18,roykka
fi,18,rusutjarvi
fi,18,saaksjarvi
fi,18,sahakyla
fi,18,salinkaa
fi,18,sammatti
fi,18,sannainen
fi,18,saukkola
fi,18,selki
fi,18,sipoo
fi,18,siuntio
fi,18,skinnarby
fi,18,soderkulla
fi,18,storpellinge
fi,18,sundsberg
fi,18,tahtela
fi,18,talma
fi,18,tammisaari
fi,18,tapiola
fi,18,tenala
fi,18,tervalampi
fi,18,tesjoki
fi,18,tolkis
fi,18,tuusula
fi,18,upinniemi
fi,18,uusitalo
fi,18,vakkola
fi,18,valko
fi,18,vantaa
fi,18,vasterskog
fi,18,veikkola
fi,18,vihti
fi,18,vihtijarvi
fi,19,alastaro
fi,19,askainen
fi,19,aura
fi,19,bjorkboda
fi,19,dalsbruk
fi,19,dragsfjard
fi,19,forby
fi,19,hajala
fi,19,halikko
fi,19,hirsjarvi
fi,19,ihode
fi,19,ilmarinen
fi,19,kaarina
fi,19,kalanti
fi,19,kalanti as
fi,19,kanunki
fi,19,karuna
fi,19,kemio
fi,19,kettula
fi,19,kiikala
fi,19,kirjala
fi,19,kisko
fi,19,knaapila
fi,19,kojonkulma
fi,19,korpo
fi,19,koski
fi,19,kumila
fi,19,kustavi
fi,19,kuusisto
fi,19,kuusjoki
fi,19,kyro
fi,19,laitila
fi,19,latva
fi,19,lemu
fi,19,lieto
fi,19,littoinen
fi,19,loimaa
fi,19,lokalahti
fi,19,marttila
fi,19,masku
fi,19,mathildedal
fi,19,mellila
fi,19,merimasku
fi,19,metsamaa
fi,19,mietoinen
fi,19,muurla
fi,19,mynamaki
fi,19,naantali
fi,19,nagu
fi,19,naskarla
fi,19,niinijoki
fi,19,nousiainen
fi,19,ollila
fi,19,oripaa
fi,19,paattinen
fi,19,paimio
fi,19,parainen
fi,19,pargas
fi,19,pernio
fi,19,pertteli
fi,19,piikkio
fi,19,piispanristi
fi,19,pitkajarvi
fi,19,poytya
fi,19,preitila
fi,19,pyhamaa
fi,19,pyharanta
fi,19,raatala
fi,19,raisio
fi,19,rautila
fi,19,rekijoki
fi,19,riihikoski
fi,19,roola
fi,19,rusko
fi,19,rymattyla
fi,19,salo
fi,19,santtio
fi,19,sarkisalo
fi,19,sauvo
fi,19,somerniemi
fi,19,somero
fi,19,stromma
fi,19,suomusjarvi
fi,19,suontaka
fi,19,taivassalo
fi,19,tarvasjoki
fi,19,teijo
fi,19,turku
fi,19,uusikaupunki
fi,19,vahto
fi,19,vanhalinna
fi,19,vartsala
fi,19,vaskio
fi,19,vehmaa
fi,19,velkua
fi,19,vinkkila
fi,19,virttaa
fi,19,vreta
fi,19,ylane
fi,19,yliskulma
fi,19,ylonkyla
fi,?,?
fj,?,?
fj,c,suva
fj,w,?
fj,w,lautoka
fk,?,?
fk,no,stanley
fm,?,?
fm,ks,malem
fm,pn,kolonia
fm,ya,dalipebinau
fo,?,?
fo,no,argir
fo,no,fuglafjoraur
fo,no,kollafjordur
fo,no,torshavn
fr,?,?
fr,ao,aol
fr,ar,aboen
fr,ar,abondance
fr,ar,abrest
fr,ar,accons
fr,ar,affoux
fr,ar,agnat
fr,ar,agnin
fr,ar,aiguebelette-le-lac
fr,ar,aiguebelle
fr,ar,aigueblanche
fr,ar,aigueperse
fr,ar,ailleux
fr,ar,aillon-le-jeune
fr,ar,aime
fr,ar,ainay-le-chateau
fr,ar,aiton
fr,ar,aix-la-fayette
fr,ar,aix-les-bains
fr,ar,ajoux
fr,ar,albens
fr,ar,albepierre-bredons
fr,ar,albertville
fr,ar,albiez-le-jeune
fr,ar,albigny-sur-saone
fr,ar,albon
fr,ar,alboussiere
fr,ar,alby-sur-cheran
fr,ar,alex
fr,ar,alissas
fr,ar,alix
fr,ar,alixan
fr,ar,allan
fr,ar,allegre
fr,ar,allemond
fr,ar,allevard
fr,ar,allex
fr,ar,allinges
fr,ar,allonzier-la-caille
fr,ar,ally
fr,ar,amancy
fr,ar,amberieu-en-bugey
fr,ar,amberieux
fr,ar,amberieux-en-dombes
fr,ar,ambert
fr,ar,ambierle
fr,ar,ambronay
fr,ar,amions
fr,ar,amplepuis
fr,ar,ampuis
fr,ar,ancone
fr,ar,ancy
fr,ar,andance
fr,ar,andancette
fr,ar,andelaroche
fr,ar,andilly
fr,ar,andrezieux-boutheon
fr,ar,anglards-de-saint-flour
fr,ar,anglefort
fr,ar,anjou
fr,ar,annecy
fr,ar,annecy-le-vieux
fr,ar,annemasse
fr,ar,anneyron
fr,ar,annoisin-chatelans
fr,ar,annonay
fr,ar,anse
fr,ar,anthon
fr,ar,antignac
fr,ar,antoingt
fr,ar,aoste
fr,ar,aouste-sur-sye
fr,ar,apchat
fr,ar,apchon
fr,ar,apinac
fr,ar,apprieu
fr,ar,aranc
fr,ar,arandas
fr,ar,arandon
fr,ar,araules
fr,ar,arbent
fr,ar,arbigny
fr,ar,arbin
fr,ar,arbusigny
fr,ar,arcens
fr,ar,archamps
fr,ar,arches
fr,ar,arcinges
fr,ar,arcon
fr,ar,arconsat
fr,ar,ardes
fr,ar,ardoix
fr,ar,arenthon
fr,ar,argis
fr,ar,arith
fr,ar,arlanc
fr,ar,arlebosc
fr,ar,arlet
fr,ar,armix
fr,ar,armoy
fr,ar,arnac
fr,ar,arnas
fr,ar,arpajon-sur-cere
fr,ar,arpavon
fr,ar,arpheuilles-saint-priest
fr,ar,arras-sur-rhone
fr,ar,arronnes
fr,ar,ars-sur-formans
fr,ar,arsac-en-velay
fr,ar,artas
fr,ar,artemare
fr,ar,arthaz-pont-notre-dame
fr,ar,arthemonay
fr,ar,arvillard
fr,ar,arzay
fr,ar,asperjoc
fr,ar,assieu
fr,ar,attignat
fr,ar,attignat-oncin
fr,ar,aubenas
fr,ar,auberives-sur-vareze
fr,ar,aubiere
fr,ar,aubignas
fr,ar,audes
fr,ar,augerolles
fr,ar,aulhat-saint-privat
fr,ar,aulnat
fr,ar,aurec-sur-loire
fr,ar,aurel
fr,ar,aurieres
fr,ar,aurillac
fr,ar,auris
fr,ar,aurouer
fr,ar,authezat
fr,ar,autrans
fr,ar,autry-issards
fr,ar,auzelles
fr,ar,auzon
fr,ar,aveize
fr,ar,aveizieux
fr,ar,avenas
fr,ar,avermes
fr,ar,aveze
fr,ar,aviernoz
fr,ar,avignonet
fr,ar,avressieux
fr,ar,ayat-sur-sioule
fr,ar,aydat
fr,ar,ayrens
fr,ar,ayse
fr,ar,azolette
fr,ar,badailhac
fr,ar,badinieres
fr,ar,bage-la-ville
fr,ar,bage-le-chatel
fr,ar,bagneux
fr,ar,bagnols
fr,ar,bains
fr,ar,baix
fr,ar,balan
fr,ar,balazuc
fr,ar,balbigny
fr,ar,balbins
fr,ar,ballaison
fr,ar,ballons
fr,ar,baneins
fr,ar,banne
fr,ar,bansat
fr,ar,barberaz
fr,ar,barbieres
fr,ar,barby
fr,ar,bard
fr,ar,barnave
fr,ar,barraux
fr,ar,barsac
fr,ar,bas-en-basset
fr,ar,bas-et-lezat
fr,ar,bassens
fr,ar,bayet
fr,ar,beauchastel
fr,ar,beaucroissant
fr,ar,beaufort-sur-gervanne
fr,ar,beaujeu
fr,ar,beaulon
fr,ar,beaumont
fr,ar,beaumont-les-valence
fr,ar,beaumont-monteux
fr,ar,beaune
fr,ar,beaune-sur-arzon
fr,ar,beaupont
fr,ar,beauregard-baret
fr,ar,beauregard-vendon
fr,ar,beaurepaire
fr,ar,beausemblant
fr,ar,beauvallon
fr,ar,beauvoir-de-marc
fr,ar,beauvoisin
fr,ar,beaux
fr,ar,beauzac
fr,ar,begues
fr,ar,beligneux
fr,ar,bellecombe-tarendol
fr,ar,bellegarde-en-forez
fr,ar,bellegarde-poussieu
fr,ar,bellegarde-sur-valserine
fr,ar,bellenaves
fr,ar,bellentre
fr,ar,bellerive-sur-allier
fr,ar,belleroche
fr,ar,bellevaux
fr,ar,belleville
fr,ar,bellevue-la-montagne
fr,ar,belley
fr,ar,belleydoux
fr,ar,bellignat
fr,ar,belmont
fr,ar,belmont-de-la-loire
fr,ar,belmont-luthezieu
fr,ar,benonces
fr,ar,beny
fr,ar,beon
fr,ar,berbezit
fr,ar,bereziat
fr,ar,bergonne
fr,ar,bernex
fr,ar,bernin
fr,ar,bertignat
fr,ar,berzeme
fr,ar,besayes
fr,ar,bessans
fr,ar,bessas
fr,ar,bessay-sur-allier
fr,ar,besse
fr,ar,besse-et-saint-anastaise
fr,ar,bessenay
fr,ar,bessey
fr,ar,bessins
fr,ar,besson
fr,ar,bevenais
fr,ar,beynost
fr,ar,bezenet
fr,ar,bibost
fr,ar,bidon
fr,ar,bilieu
fr,ar,billezois
fr,ar,billieme
fr,ar,billom
fr,ar,biollet
fr,ar,biozat
fr,ar,birieux
fr,ar,biviers
fr,ar,bizeneuille
fr,ar,biziat
fr,ar,bizonnes
fr,ar,blace
fr,ar,blandin
fr,ar,blanzat
fr,ar,blavozy
fr,ar,blesle
fr,ar,blomard
fr,ar,bloye
fr,ar,bluffy
fr,ar,blyes
fr,ar,boege
fr,ar,boen
fr,ar,boffres
fr,ar,bogeve
fr,ar,bogy
fr,ar,boisset-les-montrond
fr,ar,boisset-saint-priest
fr,ar,bolozon
fr,ar,bongheat
fr,ar,bonlieu-sur-roubion
fr,ar,bonne
fr,ar,bonnefamille
fr,ar,bonneval-sur-arc
fr,ar,bonneville
fr,ar,bonson
fr,ar,bonvillard
fr,ar,borne
fr,ar,bost
fr,ar,bouchet
fr,ar,boudes
fr,ar,bouge-chambalud
fr,ar,boulieu-les-annonay
fr,ar,bouligneux
fr,ar,bourdeau
fr,ar,bourdeaux
fr,ar,bourg-argental
fr,ar,bourg-de-peage
fr,ar,bourg-de-thizy
fr,ar,bourg-en-bresse
fr,ar,bourg-lastic
fr,ar,bourg-les-valence
fr,ar,bourg-saint-andeol
fr,ar,bourg-saint-christophe
fr,ar,bourg-saint-maurice
fr,ar,bourgoin-jallieu
fr,ar,bournoncle-saint-pierre
fr,ar,boussy
fr,ar,bouvante
fr,ar,bouvesse-quirieu
fr,ar,bouzel
fr,ar,bozel
fr,ar,bramans
fr,ar,bransat
fr,ar,brassac-les-mines
fr,ar,bregnier-cordon
fr,ar,brenat
fr,ar,brenaz
fr,ar,brens
fr,ar,brenthonne
fr,ar,bresnay
fr,ar,bressieux
fr,ar,bressolles
fr,ar,bresson
fr,ar,brezins
fr,ar,brezons
fr,ar,brides-les-bains
fr,ar,brie-et-angonnes
fr,ar,briennon
fr,ar,brignais
fr,ar,brindas
fr,ar,brion
fr,ar,briord
fr,ar,brioude
fr,ar,brison-saint-innocent
fr,ar,brives-charensac
fr,ar,brizon
fr,ar,bromont-lamothe
fr,ar,bron
fr,ar,brossainc
fr,ar,brout-vernet
fr,ar,brugheas
fr,ar,brullioles
fr,ar,brussieu
fr,ar,buellas
fr,ar,buis-les-baronnies
fr,ar,bully
fr,ar,burcin
fr,ar,burdignes
fr,ar,burdignin
fr,ar,burzet
fr,ar,busseol
fr,ar,busset
fr,ar,bussieres
fr,ar,bussieres-et-pruns
fr,ar,bussy-albieux
fr,ar,buxieres-les-mines
fr,ar,buxieres-sous-montaigut
fr,ar,cailloux-sur-fontaines
fr,ar,caloire
fr,ar,caluire-et-cuire
fr,ar,calvinet
fr,ar,casteljau
fr,ar,cebazat
fr,ar,ceignes
fr,ar,ceilloux
fr,ar,celles-sur-durolle
fr,ar,cellieu
fr,ar,cellule
fr,ar,cenves
fr,ar,cercie
fr,ar,cerdon
fr,ar,cerilly
fr,ar,cernex
fr,ar,certines
fr,ar,cervens
fr,ar,cervieres
fr,ar,cesset
fr,ar,cessieu
fr,ar,cessy
fr,ar,cevins
fr,ar,ceyrat
fr,ar,ceyzeriat
fr,ar,ceyzerieu
fr,ar,cezay
fr,ar,chabeuil
fr,ar,chabons
fr,ar,chabreloche
fr,ar,chabrillan
fr,ar,chadeleuf
fr,ar,chadrac
fr,ar,chadron
fr,ar,chagnon
fr,ar,chainaz-les-frasses
fr,ar,chalain-le-comtal
fr,ar,chalamont
fr,ar,chalancon
fr,ar,chaleins
fr,ar,chalencon
fr,ar,chaley
fr,ar,chaliers
fr,ar,challes-les-eaux
fr,ar,challex
fr,ar,challonges
fr,ar,chalmazel
fr,ar,chalons
fr,ar,chalvignac
fr,ar,chamagnieu
fr,ar,chamalieres
fr,ar,chamalieres-sur-loire
fr,ar,chamaret
fr,ar,chambeon
fr,ar,chambery
fr,ar,chambezon
fr,ar,chambles
fr,ar,chamblet
fr,ar,chamboeuf
fr,ar,chambon-sur-dolore
fr,ar,chambon-sur-lac
fr,ar,chambonas
fr,ar,chambost-allieres
fr,ar,chambost-longessaigne
fr,ar,chameane
fr,ar,chamelet
fr,ar,chamonix-mont-blanc
fr,ar,chamousset
fr,ar,chamoux-sur-gelon
fr,ar,champ-sur-drac
fr,ar,champagnac-le-vieux
fr,ar,champagne
fr,ar,champagne-au-mont-d'or
fr,ar,champagnier
fr,ar,champanges
fr,ar,champdieu
fr,ar,champdor
fr,ar,champeix
fr,ar,champfromier
fr,ar,champier
fr,ar,champoly
fr,ar,chamrousse
fr,ar,chanas
fr,ar,chanat-la-mouteyre
fr,ar,chanay
fr,ar,chanaz
fr,ar,chandolas
fr,ar,chandon
fr,ar,chaneac
fr,ar,chaneins
fr,ar,chanonat
fr,ar,chanos-curson
fr,ar,chanoz-chatenay
fr,ar,chantelle
fr,ar,chanterelle
fr,ar,chantesse
fr,ar,chapareillan
fr,ar,chapdes-beaufort
fr,ar,chapeiry
fr,ar,chaponnay
fr,ar,chaponost
fr,ar,chappes
fr,ar,chaptuzat
fr,ar,charancieu
fr,ar,charantonnay
fr,ar,charavines
fr,ar,charbonnier-les-mines
fr,ar,charbonnieres-les-bains
fr,ar,charbonnieres-les-varennes
fr,ar,charbonnieres-les-vieilles
fr,ar,chareil-cintrat
fr,ar,charensat
fr,ar,charentay
fr,ar,charlieu
fr,ar,charly
fr,ar,charmeil
fr,ar,charmes-sur-rhone
fr,ar,charnas
fr,ar,charnat
fr,ar,charnay
fr,ar,charnecles
fr,ar,charols
fr,ar,charpey
fr,ar,charraix
fr,ar,charroux
fr,ar,charvieu-chavagneux
fr,ar,charvonnex
fr,ar,chaspinhac
fr,ar,chaspuzac
fr,ar,chassagny
fr,ar,chasse-sur-rhone
fr,ar,chasselay
fr,ar,chassenard
fr,ar,chassiers
fr,ar,chassieu
fr,ar,chastel
fr,ar,chastreix
fr,ar,chateau-gaillard
fr,ar,chateau-sur-allier
fr,ar,chateaudouble
fr,ar,chateaugay
fr,ar,chateauneuf
fr,ar,chateauneuf-de-bordette
fr,ar,chateauneuf-de-galaure
fr,ar,chateauneuf-du-rhone
fr,ar,chateauneuf-les-bains
fr,ar,chateauvilain
fr,ar,chatel
fr,ar,chatel-de-neuvre
fr,ar,chatel-guyon
fr,ar,chateldon
fr,ar,chatelperron
fr,ar,chatelus
fr,ar,chatillon
fr,ar,chatillon-en-diois
fr,ar,chatillon-la-palud
fr,ar,chatillon-saint-jean
fr,ar,chatillon-sur-chalaronne
fr,ar,chatonnay
fr,ar,chatte
fr,ar,chatuzange-le-goubet
fr,ar,chaudes-aigues
fr,ar,chauriat
fr,ar,chaussan
fr,ar,chavanay
fr,ar,chavaniac-lafayette
fr,ar,chavannaz
fr,ar,chavannes
fr,ar,chavannes-sur-reyssouze
fr,ar,chavannes-sur-suran
fr,ar,chavanod
fr,ar,chavanoz
fr,ar,chavaroux
fr,ar,chaveyriat
fr,ar,chazelles-sur-lyon
fr,ar,chazemais
fr,ar,chazey-bons
fr,ar,chazey-sur-ain
fr,ar,chelieu
fr,ar,chemilly
fr,ar,cheminas
fr,ar,chenas
fr,ar,chene-en-semine
fr,ar,chenex
fr,ar,chens-sur-leman
fr,ar,chessy
fr,ar,chevagnes
fr,ar,chevaline
fr,ar,chevenoz
fr,ar,chevillard
fr,ar,chevinay
fr,ar,chevrier
fr,ar,chevrieres
fr,ar,chevroux
fr,ar,chevry
fr,ar,cheyssieu
fr,ar,chezelle
fr,ar,chezeneuve
fr,ar,chezy
fr,ar,chichilianne
fr,ar,chidrac
fr,ar,chignin
fr,ar,chilhac
fr,ar,chilly
fr,ar,chimilin
fr,ar,chindrieux
fr,ar,chirens
fr,ar,chirols
fr,ar,chiroubles
fr,ar,choisy
fr,ar,cholonge
fr,ar,chomerac
fr,ar,chouvigny
fr,ar,chozeau
fr,ar,chuyer
fr,ar,chuzelles
fr,ar,cisternes-la-foret
fr,ar,cistrieres
fr,ar,civens
fr,ar,civrieux
fr,ar,claix
fr,ar,clansayes
fr,ar,claveisolles
fr,ar,clelles
fr,ar,cleppe
fr,ar,clerieux
fr,ar,clermont-ferrand
fr,ar,clery
fr,ar,cleyzieu
fr,ar,cliousclat
fr,ar,clonas-sur-vareze
fr,ar,cluses
fr,ar,cognat-lyonne
fr,ar,cognin
fr,ar,cognin-les-gorges
fr,ar,cogny
fr,ar,cohade
fr,ar,coise
fr,ar,coise-saint-jean-pied-gauthier
fr,ar,coligny
fr,ar,collonges
fr,ar,collonges-sous-saleve
fr,ar,colombe
fr,ar,colombier
fr,ar,colombier-le-cardinal
fr,ar,colombier-le-jeune
fr,ar,colombier-le-vieux
fr,ar,colombier-saugnieu
fr,ar,coltines
fr,ar,combloux
fr,ar,combrailles
fr,ar,combre
fr,ar,combronde
fr,ar,commelle
fr,ar,commelle-vernay
fr,ar,commentry
fr,ar,communay
fr,ar,comps
fr,ar,condat
fr,ar,condat-en-combraille
fr,ar,condillac
fr,ar,condrieu
fr,ar,confort
fr,ar,confrancon
fr,ar,contamine-sarzin
fr,ar,contamine-sur-arve
fr,ar,contigny
fr,ar,copponex
fr,ar,corbas
fr,ar,corbelin
fr,ar,corbonod
fr,ar,corcelles
fr,ar,corcelles-en-beaujolais
fr,ar,cordelle
fr,ar,cordon
fr,ar,coren
fr,ar,corenc
fr,ar,corent
fr,ar,cormaranche-en-bugey
fr,ar,cormoranche-sur-saone
fr,ar,cormoz
fr,ar,cornas
fr,ar,cornier
fr,ar,cornillac
fr,ar,corps
fr,ar,correncon-en-vercors
fr,ar,corveissiat
fr,ar,costaros
fr,ar,coublevie
fr,ar,coubon
fr,ar,coucouron
fr,ar,coudes
fr,ar,coulandon
fr,ar,cour-et-buis
fr,ar,cournon-d'auvergne
fr,ar,courpiere
fr,ar,courtenay
fr,ar,courzieu
fr,ar,couteuges
fr,ar,coutouvre
fr,ar,couzon
fr,ar,crachier
fr,ar,craintilleux
fr,ar,cran-gevrier
fr,ar,cranves-sales
fr,ar,craponne
fr,ar,craponne-sur-arzon
fr,ar,cras
fr,ar,cras-sur-reyssouze
fr,ar,crechy
fr,ar,cremeaux
fr,ar,cremieu
fr,ar,crepol
fr,ar,cressanges
fr,ar,crest
fr,ar,crest-voland
fr,ar,creuzier-le-neuf
fr,ar,creuzier-le-vieux
fr,ar,crevant-laveine
fr,ar,croizet-sur-gand
fr,ar,crolles
fr,ar,cros
fr,ar,cros-de-georand
fr,ar,crottet
fr,ar,crozes-hermitage
fr,ar,crozet
fr,ar,cruas
fr,ar,cruet
fr,ar,cruseilles
fr,ar,cruzilles-les-mepillat
fr,ar,cublize
fr,ar,cuinzier
fr,ar,culhat
fr,ar,culin
fr,ar,culoz
fr,ar,cunlhat
fr,ar,curciat-dongalon
fr,ar,curienne
fr,ar,curnier
fr,ar,curtafond
fr,ar,cussac
fr,ar,cusset
fr,ar,cusy
fr,ar,cuvat
fr,ar,cuzieu
fr,ar,dagneux
fr,ar,dallet
fr,ar,dance
fr,ar,darbres
fr,ar,dardilly
fr,ar,dargoire
fr,ar,davayat
fr,ar,davezieux
fr,ar,decines-charpieu
fr,ar,denice
fr,ar,desaignes
fr,ar,desertines
fr,ar,desingy
fr,ar,detrier
fr,ar,devesset
fr,ar,dieme
fr,ar,diemoz
fr,ar,dieulefit
fr,ar,dingy-en-vuache
fr,ar,dingy-saint-clair
fr,ar,diou
fr,ar,divajeu
fr,ar,divonne-les-bains
fr,ar,doissin
fr,ar,doizieux
fr,ar,dolomieu
fr,ar,domancy
fr,ar,domarin
fr,ar,domene
fr,ar,domerat
fr,ar,domessin
fr,ar,dommartin
fr,ar,dompierre-sur-besbre
fr,ar,dompierre-sur-veyle
fr,ar,domsure
fr,ar,donzere
fr,ar,dorat
fr,ar,dortan
fr,ar,doucy
fr,ar,doussard
fr,ar,douvaine
fr,ar,douvres
fr,ar,doyet
fr,ar,drace
fr,ar,draillant
fr,ar,drom
fr,ar,druillat
fr,ar,drumettaz-clarafond
fr,ar,duerne
fr,ar,duingt
fr,ar,dunieres
fr,ar,durdat-larequille
fr,ar,durtol
fr,ar,ebreuil
fr,ar,echalas
fr,ar,echandelys
fr,ar,echassieres
fr,ar,echenevex
fr,ar,echirolles
fr,ar,eclassan
fr,ar,eclose
fr,ar,ecole
fr,ar,ecully
fr,ar,effiat
fr,ar,egliseneuve-pres-billom
fr,ar,eloise
fr,ar,emeringes
fr,ar,empurany
fr,ar,engins
fr,ar,ennezat
fr,ar,entraigues
fr,ar,entre-deux-guiers
fr,ar,entremont
fr,ar,entremont-le-vieux
fr,ar,enval
fr,ar,epagny
