City,Criteria ID,State,DMA Region,DMA Region Code
Grantville,1024906,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Gratz,1024907,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Greencastle,1024908,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Greensboro,1024909,Pennsylvania,"Pittsburgh, PA",508
Greensburg,1024910,Pennsylvania,"Pittsburgh, PA",508
Greenville,1024911,Pennsylvania,"Youngstown, OH",536
Grindstone,1024912,Pennsylvania,"Pittsburgh, PA",508
Grove City,1024913,Pennsylvania,"Youngstown, OH",536
Gwynedd,1024914,Pennsylvania,"Philadelphia, PA",504
Gwynedd Valley,1024915,Pennsylvania,"Philadelphia, PA",504
Hadley,1024916,Pennsylvania,"Youngstown, OH",536
Halifax,1024917,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Hamburg,1024918,Pennsylvania,"Philadelphia, PA",504
Hanover,1024919,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Harleysville,1024920,Pennsylvania,"Philadelphia, PA",504
Harmony,1024921,Pennsylvania,"Pittsburgh, PA",508
Harrisburg,1024922,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Harrison Valley,1024923,Pennsylvania,"Buffalo, NY",514
Harveys Lake,1024924,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hastings,1024925,Pennsylvania,"Johnstown-Altoona, PA",574
Hatboro,1024926,Pennsylvania,"Philadelphia, PA",504
Hatfield,1024927,Pennsylvania,"Philadelphia, PA",504
Havertown,1024929,Pennsylvania,"Philadelphia, PA",504
Hawley,1024930,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hazleton,1024931,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hegins,1024932,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hellertown,1024933,Pennsylvania,"Philadelphia, PA",504
Herminie,1024934,Pennsylvania,"Pittsburgh, PA",508
Hermitage,1024935,Pennsylvania,"Youngstown, OH",536
Herndon,1024936,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hershey,1024937,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Hickory,1024938,Pennsylvania,"Pittsburgh, PA",508
Holicong,1024939,Pennsylvania,"Philadelphia, PA",504
Hollidaysburg,1024940,Pennsylvania,"Johnstown-Altoona, PA",574
Hollsopple,1024941,Pennsylvania,"Johnstown-Altoona, PA",574
Holmes,1024942,Pennsylvania,"Philadelphia, PA",504
Homer City,1024943,Pennsylvania,"Pittsburgh, PA",508
Homestead,1024944,Pennsylvania,"Pittsburgh, PA",508
Honesdale,1024945,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hookstown,1024946,Pennsylvania,"Pittsburgh, PA",508
Hop Bottom,1024947,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Horsham,1024948,Pennsylvania,"Philadelphia, PA",504
Houston,1024949,Pennsylvania,"Pittsburgh, PA",508
Houtzdale,1024950,Pennsylvania,"Johnstown-Altoona, PA",574
Howard,1024951,Pennsylvania,"Johnstown-Altoona, PA",574
Hummelstown,1024952,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Hunker,1024953,Pennsylvania,"Pittsburgh, PA",508
Huntingdon,1024954,Pennsylvania,"Johnstown-Altoona, PA",574
Huntington Mills,1024956,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Hyde Park,1024957,Pennsylvania,"Pittsburgh, PA",508
Imperial,1024958,Pennsylvania,"Pittsburgh, PA",508
Indiana,1024959,Pennsylvania,"Pittsburgh, PA",508
Indianola,1024960,Pennsylvania,"Pittsburgh, PA",508
Industry,1024961,Pennsylvania,"Pittsburgh, PA",508
Intercourse,1024962,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Irvine,1024963,Pennsylvania,"Erie, PA",516
Irwin,1024964,Pennsylvania,"Pittsburgh, PA",508
James City,1024965,Pennsylvania,"Johnstown-Altoona, PA",574
Jamestown,1024966,Pennsylvania,"Youngstown, OH",536
Jamison,1024967,Pennsylvania,"Philadelphia, PA",504
Jeannette,1024968,Pennsylvania,"Pittsburgh, PA",508
Jefferson,1024969,Pennsylvania,"Pittsburgh, PA",508
Jenkintown,1024970,Pennsylvania,"Philadelphia, PA",504
Jermyn,1024971,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Jerome,1024972,Pennsylvania,"Johnstown-Altoona, PA",574
Jersey Shore,1024973,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Jessup,1024974,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Jim Thorpe,1024975,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Johnstown,1024976,Pennsylvania,"Johnstown-Altoona, PA",574
Jones Mills,1024977,Pennsylvania,"Pittsburgh, PA",508
Jonestown,1024978,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Kane,1024980,Pennsylvania,"Buffalo, NY",514
Karns City,1024981,Pennsylvania,"Pittsburgh, PA",508
Kemblesville,1024982,Pennsylvania,"Philadelphia, PA",504
Kennett Square,1024983,Pennsylvania,"Philadelphia, PA",504
Kimberton,1024984,Pennsylvania,"Philadelphia, PA",504
King of Prussia,1024985,Pennsylvania,"Philadelphia, PA",504
Kingston,1024986,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Kintnersville,1024987,Pennsylvania,"Philadelphia, PA",504
Kinzers,1024988,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Kittanning,1024989,Pennsylvania,"Pittsburgh, PA",508
Klingerstown,1024990,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Knox,1024991,Pennsylvania,"Pittsburgh, PA",508
Kresgeville,1024992,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Kulpsville,1024993,Pennsylvania,"Philadelphia, PA",504
Kutztown,1024994,Pennsylvania,"Philadelphia, PA",504
La Plume,1024995,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lafayette Hill,1024996,Pennsylvania,"Philadelphia, PA",504
Lairdsville,1024997,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lake Ariel,1024998,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lake City,1024999,Pennsylvania,"Erie, PA",516
Lampeter,1025000,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lancaster,1025001,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Landenberg,1025002,Pennsylvania,"Philadelphia, PA",504
Langhorne,1025004,Pennsylvania,"Philadelphia, PA",504
Lansdale,1025005,Pennsylvania,"Philadelphia, PA",504
Lansdowne,1025006,Pennsylvania,"Philadelphia, PA",504
Lansford,1025007,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Laporte,1025008,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Latrobe,1025009,Pennsylvania,"Pittsburgh, PA",508
Lawrence,1025010,Pennsylvania,"Pittsburgh, PA",508
Lebanon,1025011,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Leechburg,1025012,Pennsylvania,"Pittsburgh, PA",508
Leesport,1025013,Pennsylvania,"Philadelphia, PA",504
Leetsdale,1025014,Pennsylvania,"Pittsburgh, PA",508
Lehighton,1025016,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lehman,1025017,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lemont,1025018,Pennsylvania,"Johnstown-Altoona, PA",574
Lemont Furnace,1025019,Pennsylvania,"Pittsburgh, PA",508
Lemoyne,1025020,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lenni,1025021,Pennsylvania,"Philadelphia, PA",504
Levittown,1025023,Pennsylvania,"Philadelphia, PA",504
Lewis Run,1025024,Pennsylvania,"Buffalo, NY",514
Lewisberry,1025025,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lewisburg,1025026,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Lewistown,1025027,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Ligonier,1025028,Pennsylvania,"Pittsburgh, PA",508
Lincoln University,1025029,Pennsylvania,"Philadelphia, PA",504
Line Lexington,1025030,Pennsylvania,"Philadelphia, PA",504
Lititz,1025032,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Littlestown,1025033,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lock Haven,1025034,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Loretto,1025035,Pennsylvania,"Johnstown-Altoona, PA",574
Loysburg,1025036,Pennsylvania,"Johnstown-Altoona, PA",574
Loysville,1025037,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lykens,1025038,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Lyndell,1025039,Pennsylvania,"Philadelphia, PA",504
Macungie,1025040,Pennsylvania,"Philadelphia, PA",504
Mahaffey,1025041,Pennsylvania,"Johnstown-Altoona, PA",574
Mahanoy City,1025042,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mainesburg,1025043,Pennsylvania,"Elmira, NY",565
Mainland,1025044,Pennsylvania,"Philadelphia, PA",504
Malvern,1025045,Pennsylvania,"Philadelphia, PA",504
Mammoth,1025046,Pennsylvania,"Pittsburgh, PA",508
Manchester,1025047,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Manheim,1025048,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Mansfield,1025049,Pennsylvania,"Elmira, NY",565
Marlin,1025050,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Marcus Hook,1025051,Pennsylvania,"Philadelphia, PA",504
Marianna,1025052,Pennsylvania,"Pittsburgh, PA",508
Marienville,1025053,Pennsylvania,"Pittsburgh, PA",508
Marietta,1025054,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Markleysburg,1025055,Pennsylvania,"Pittsburgh, PA",508
Mars,1025056,Pennsylvania,"Pittsburgh, PA",508
Marysville,1025057,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Masontown,1025058,Pennsylvania,"Pittsburgh, PA",508
Matamoras,1025059,Pennsylvania,"New York, NY",501
McConnellsburg,1025060,Pennsylvania,"Washington, DC (Hagerstown, MD)",511
McDonald,1025061,Pennsylvania,"Pittsburgh, PA",508
McKean,1025062,Pennsylvania,"Erie, PA",516
McKees Rocks,1025063,Pennsylvania,"Pittsburgh, PA",508
McKeesport,1025064,Pennsylvania,"Pittsburgh, PA",508
McSherrystown,1025065,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
McVeytown,1025066,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Meadowlands,1025067,Pennsylvania,"Pittsburgh, PA",508
Meadville,1025068,Pennsylvania,"Erie, PA",516
Mechanicsburg,1025069,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Media,1025070,Pennsylvania,"Philadelphia, PA",504
Mendenhall,1025071,Pennsylvania,"Philadelphia, PA",504
Mercer,1025072,Pennsylvania,"Youngstown, OH",536
Mercersburg,1025073,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Merion Station,1025074,Pennsylvania,"Philadelphia, PA",504
Mertztown,1025075,Pennsylvania,"Philadelphia, PA",504
Meshoppen,1025076,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Meyersdale,1025077,Pennsylvania,"Johnstown-Altoona, PA",574
Middleburg,1025078,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Middletown,1025079,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Midland,1025080,Pennsylvania,"Pittsburgh, PA",508
Mifflin,1025081,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Mifflinburg,1025082,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mifflintown,1025083,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Milanville,1025084,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Milesburg,1025085,Pennsylvania,"Johnstown-Altoona, PA",574
Milford,1025086,Pennsylvania,"New York, NY",501
Mill Hall,1025087,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Millersburg,1025088,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Millersville,1025089,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Millheim,1025090,Pennsylvania,"Johnstown-Altoona, PA",574
Millville,1025091,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Milroy,1025092,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Milton,1025093,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Minisink Hills,1025094,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mohnton,1025095,Pennsylvania,"Philadelphia, PA",504
Monaca,1025096,Pennsylvania,"Pittsburgh, PA",508
Monessen,1025097,Pennsylvania,"Pittsburgh, PA",508
Monongahela,1025098,Pennsylvania,"Pittsburgh, PA",508
Monroe,1025099,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Monroeville,1025100,Pennsylvania,"Pittsburgh, PA",508
Mont Alto,1025101,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Montgomery,1025102,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Montgomeryville,1025103,Pennsylvania,"Philadelphia, PA",504
Montoursville,1025104,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Montrose,1025105,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Moosic,1025106,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Morgan,1025107,Pennsylvania,"Pittsburgh, PA",508
Morgantown,1025108,Pennsylvania,"Philadelphia, PA",504
Morrisville,1025110,Pennsylvania,"Philadelphia, PA",504
Moscow,1025111,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mount Carmel,1025112,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mount Holly Springs,1025113,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Mount Joy,1025114,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Mount Pleasant,1025115,Pennsylvania,"Pittsburgh, PA",508
Mount Pocono,1025116,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mount Union,1025117,Pennsylvania,"Johnstown-Altoona, PA",574
Mountain Top,1025118,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mountainhome,1025119,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Mountville,1025120,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Muncy,1025121,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Murrysville,1025122,Pennsylvania,"Pittsburgh, PA",508
Myerstown,1025123,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Nanticoke,1025124,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Nanty-Glo,1025125,Pennsylvania,"Johnstown-Altoona, PA",574
Narberth,1025126,Pennsylvania,"Philadelphia, PA",504
Natrona Heights,1025127,Pennsylvania,"Pittsburgh, PA",508
Nazareth,1025128,Pennsylvania,"Philadelphia, PA",504
Nesquehoning,1025129,Pennsylvania,"Wilkes Barre-Scranton, PA",577
New Bedford,1025130,Pennsylvania,"Pittsburgh, PA",508
New Berlin,1025131,Pennsylvania,"Wilkes Barre-Scranton, PA",577
New Bethlehem,1025132,Pennsylvania,"Pittsburgh, PA",508
New Bloomfield,1025133,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Brighton,1025134,Pennsylvania,"Pittsburgh, PA",508
New Castle,1025135,Pennsylvania,"Pittsburgh, PA",508
New Cumberland,1025136,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Enterprise,1025137,Pennsylvania,"Johnstown-Altoona, PA",574
New Freedom,1025138,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Holland,1025139,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Hope,1025140,Pennsylvania,"Philadelphia, PA",504
New Kensington,1025141,Pennsylvania,"Pittsburgh, PA",508
New Kingstown,1025142,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Oxford,1025143,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
New Philadelphia,1025144,Pennsylvania,"Wilkes Barre-Scranton, PA",577
New Tripoli,1025145,Pennsylvania,"Philadelphia, PA",504
New Wilmington,1025146,Pennsylvania,"Pittsburgh, PA",508
Newmanstown,1025147,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Newport,1025148,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Newtown,1025149,Pennsylvania,"Philadelphia, PA",504
Newtown Square,1025150,Pennsylvania,"Philadelphia, PA",504
Newville,1025151,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Nicholson,1025152,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Norristown,1025153,Pennsylvania,"Philadelphia, PA",504
North East,1025154,Pennsylvania,"Erie, PA",516
North Versailles,1025155,Pennsylvania,"Pittsburgh, PA",508
North Wales,1025156,Pennsylvania,"Philadelphia, PA",504
Northampton,1025157,Pennsylvania,"Philadelphia, PA",504
Northern Cambria,1025158,Pennsylvania,"Johnstown-Altoona, PA",574
Northumberland,1025159,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Norwood,1025160,Pennsylvania,"Philadelphia, PA",504
Nottingham,1025161,Pennsylvania,"Philadelphia, PA",504
Oak Ridge,1025162,Pennsylvania,"Pittsburgh, PA",508
Oakdale,1025163,Pennsylvania,"Pittsburgh, PA",508
Oakmont,1025164,Pennsylvania,"Pittsburgh, PA",508
Oaks,1025165,Pennsylvania,"Philadelphia, PA",504
Oil City,1025166,Pennsylvania,"Pittsburgh, PA",508
Oley,1025167,Pennsylvania,"Philadelphia, PA",504
Olyphant,1025168,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Orangeville,1025169,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Orbisonia,1025170,Pennsylvania,"Johnstown-Altoona, PA",574
Orefield,1025171,Pennsylvania,"Philadelphia, PA",504
Oreland,1025172,Pennsylvania,"Philadelphia, PA",504
Orrstown,1025173,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Orrtanna,1025174,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Orwigsburg,1025175,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Osceola Mills,1025176,Pennsylvania,"Johnstown-Altoona, PA",574
Oxford,1025177,Pennsylvania,"Philadelphia, PA",504
Palm,1025178,Pennsylvania,"Philadelphia, PA",504
Palmerton,1025179,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Palmyra,1025180,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Paoli,1025181,Pennsylvania,"Philadelphia, PA",504
Paradise,1025182,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Parker,1025183,Pennsylvania,"Pittsburgh, PA",508
Parkesburg,1025184,Pennsylvania,"Philadelphia, PA",504
Patton,1025185,Pennsylvania,"Johnstown-Altoona, PA",574
Paxinos,1025186,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Peach Bottom,1025187,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Peach Glen,1025188,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Pen Argyl,1025190,Pennsylvania,"Philadelphia, PA",504
Penn Run,1025191,Pennsylvania,"Pittsburgh, PA",508
Penns Park,1025192,Pennsylvania,"Philadelphia, PA",504
Pennsburg,1025193,Pennsylvania,"Philadelphia, PA",504
Perkasie,1025194,Pennsylvania,"Philadelphia, PA",504
Perryopolis,1025195,Pennsylvania,"Pittsburgh, PA",508
Petersburg,1025196,Pennsylvania,"Johnstown-Altoona, PA",574
Philadelphia,1025197,Pennsylvania,"Philadelphia, PA",504
Philipsburg,1025198,Pennsylvania,"Johnstown-Altoona, PA",574
Phoenixville,1025199,Pennsylvania,"Philadelphia, PA",504
Pine Grove,1025200,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Pipersville,1025201,Pennsylvania,"Philadelphia, PA",504
Pittsburgh,1025202,Pennsylvania,"Pittsburgh, PA",508
Pittston,1025203,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Pleasantville,1025204,Pennsylvania,"Pittsburgh, PA",508
Plumsteadville,1025205,Pennsylvania,"Philadelphia, PA",504
Plymouth,1025206,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Plymouth Meeting,1025207,Pennsylvania,"Philadelphia, PA",504
Pocono Manor,1025209,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Pocopson,1025210,Pennsylvania,"Philadelphia, PA",504
Port Allegany,1025211,Pennsylvania,"Buffalo, NY",514
Portersville,1025212,Pennsylvania,"Pittsburgh, PA",508
Pottersdale,1025213,Pennsylvania,"Johnstown-Altoona, PA",574
Pottstown,1025214,Pennsylvania,"Philadelphia, PA",504
Pottsville,1025215,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Prospect Park,1025216,Pennsylvania,"Philadelphia, PA",504
Punxsutawney,1025217,Pennsylvania,"Johnstown-Altoona, PA",574
Quakertown,1025218,Pennsylvania,"Philadelphia, PA",504
Quarryville,1025219,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Railroad,1025220,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Ralston,1025221,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Reading,1025222,Pennsylvania,"Philadelphia, PA",504
Rebuck,1025223,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Rector,1025224,Pennsylvania,"Pittsburgh, PA",508
Red Hill,1025225,Pennsylvania,"Philadelphia, PA",504
Red Lion,1025226,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Reinholds,1025227,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Reynoldsville,1025229,Pennsylvania,"Johnstown-Altoona, PA",574
Rheems,1025230,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Richboro,1025231,Pennsylvania,"Philadelphia, PA",504
Richfield,1025232,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Richland,1025233,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Ridgway,1025234,Pennsylvania,"Johnstown-Altoona, PA",574
Ridley Park,1025235,Pennsylvania,"Philadelphia, PA",504
Riegelsville,1025236,Pennsylvania,"Philadelphia, PA",504
Rimersburg,1025237,Pennsylvania,"Pittsburgh, PA",508
Roaring Spring,1025239,Pennsylvania,"Johnstown-Altoona, PA",574
Robesonia,1025240,Pennsylvania,"Philadelphia, PA",504
Robinson Township,1025241,Pennsylvania,"Pittsburgh, PA",508
Rochester,1025242,Pennsylvania,"Pittsburgh, PA",508
Rockhill,1025243,Pennsylvania,"Johnstown-Altoona, PA",574
Rockwood,1025244,Pennsylvania,"Johnstown-Altoona, PA",574
Rome,1025245,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Rowland,1025246,Pennsylvania,"New York, NY",501
Royersford,1025247,Pennsylvania,"Philadelphia, PA",504
Russellton,1025248,Pennsylvania,"Pittsburgh, PA",508
Sabinsville,1025249,Pennsylvania,"Elmira, NY",565
Sacramento,1025250,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Saegertown,1025251,Pennsylvania,"Erie, PA",516
Salford,1025252,Pennsylvania,"Philadelphia, PA",504
Sarver,1025253,Pennsylvania,"Pittsburgh, PA",508
Sassamansville,1025254,Pennsylvania,"Philadelphia, PA",504
Saxonburg,1025255,Pennsylvania,"Pittsburgh, PA",508
Saxton,1025256,Pennsylvania,"Johnstown-Altoona, PA",574
Sayre,1025257,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Schnecksville,1025258,Pennsylvania,"Philadelphia, PA",504
Schuylkill Haven,1025259,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Schwenksville,1025260,Pennsylvania,"Philadelphia, PA",504
Scotland,1025261,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Scotrun,1025262,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Scottdale,1025263,Pennsylvania,"Pittsburgh, PA",508
Scranton,1025264,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Selinsgrove,1025265,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Sellersville,1025266,Pennsylvania,"Philadelphia, PA",504
Seneca,1025267,Pennsylvania,"Pittsburgh, PA",508
Seven Valleys,1025268,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Sewickley,1025269,Pennsylvania,"Pittsburgh, PA",508
Shady Grove,1025270,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Shamokin,1025271,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Shamokin Dam,1025272,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Shanksville,1025273,Pennsylvania,"Johnstown-Altoona, PA",574
Sharon,1025274,Pennsylvania,"Youngstown, OH",536
Sharon Hill,1025275,Pennsylvania,"Philadelphia, PA",504
Sharpsville,1025276,Pennsylvania,"Youngstown, OH",536
Shavertown,1025277,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Shenandoah,1025278,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Shickshinny,1025279,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Shinglehouse,1025280,Pennsylvania,"Buffalo, NY",514
Shippensburg,1025281,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Shippenville,1025282,Pennsylvania,"Pittsburgh, PA",508
Shrewsbury,1025283,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Sidman,1025284,Pennsylvania,"Johnstown-Altoona, PA",574
Skippack,1025285,Pennsylvania,"Philadelphia, PA",504
Slatington,1025286,Pennsylvania,"Philadelphia, PA",504
Slickville,1025287,Pennsylvania,"Pittsburgh, PA",508
Sligo,1025288,Pennsylvania,"Pittsburgh, PA",508
Slippery Rock,1025289,Pennsylvania,"Pittsburgh, PA",508
Slovan,1025290,Pennsylvania,"Pittsburgh, PA",508
Smethport,1025291,Pennsylvania,"Buffalo, NY",514
Smoketown,1025292,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Snow Shoe,1025293,Pennsylvania,"Johnstown-Altoona, PA",574
Somerset,1025294,Pennsylvania,"Johnstown-Altoona, PA",574
Souderton,1025295,Pennsylvania,"Philadelphia, PA",504
South Canaan,1025296,Pennsylvania,"Wilkes Barre-Scranton, PA",577
South Mountain,1025297,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Southampton,1025298,Pennsylvania,"Philadelphia, PA",504
Southeastern,1025299,Pennsylvania,"Philadelphia, PA",504
Spartansburg,1025301,Pennsylvania,"Erie, PA",516
Spring Church,1025302,Pennsylvania,"Pittsburgh, PA",508
Spring City,1025303,Pennsylvania,"Philadelphia, PA",504
Spring Grove,1025304,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",566
Spring House,1025305,Pennsylvania,"Philadelphia, PA",504
Spring Mills,1025306,Pennsylvania,"Johnstown-Altoona, PA",574
Springdale,1025307,Pennsylvania,"Pittsburgh, PA",508
Springfield,1025308,Pennsylvania,"Philadelphia, PA",504
Springtown,1025309,Pennsylvania,"Philadelphia, PA",504
Saint Clair,1025310,Pennsylvania,"Wilkes Barre-Scranton, PA",577
Saint Marys,1025311,Pennsylvania,"Johnstown-Altoona, PA",574
Saint Michael,1025312,Pennsylvania,"Johnstown-Altoona, PA",574
